Series Name,Series Code,Country Name,Country Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Asia,SAS,15.7918417387013,15.3642394457012,15.0321497778685,14.7168459242124,14.3974860441822,14.117453556929,13.8196639544773,13.5096592099484,13.2191242160445,12.8892818193531,12.6331856841178,12.3423198077408,11.9915617604558,11.7167786015499,11.4167551231496,11.1605457268111,10.8433256286689,10.7151304067397,10.3294041637018,10.1121860239395,9.88754268077342,9.68510884510174,9.4917735474921,9.23183538717438,8.9638775651067,8.69426965582196,8.56482808498118,8.41349285366571,8.23334793928526,8.06816226967763,7.94569284399497,7.81378166825253,7.65261554888789,7.59549043339706,7.51163667350233,7.45190357062632,7.30092597849602,7.19886390784551,7.05661774406468,6.92546705252171,6.78377382506559,6.66842072239181,6.58611397850918,6.54581347423025,6.56092178102889,6.59818939129428,7.16751094575845,8.73593795280445,8.37778465316779,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Low income,LIC,20.2877724084114,20.0428385323375,19.4266834316185,19.1698920826106,19.022043687578,18.7065066161347,18.4500276179857,18.2577520792094,18.1460291731043,19.3613419720773,19.5367885893974,19.1728264731969,18.4040053716432,17.8397586398564,18.5951200323909,16.8059715463294,16.71691854686,16.848399166077,16.9237450452465,16.1930206581918,16.8505471801791,15.4486424286136,15.2858786706132,14.915232230105,15.3045719629727,14.2094616324042,13.5951408444214,13.2383544319539,12.8953162945277,12.2939620002258,11.9491869952007,11.567035866755,11.0809461447877,10.6819693049922,10.3267084915951,9.91257657420476,9.61782601608129,9.2905269461573,9.09318147288467,8.87081812097601,8.65714317426846,8.43220684601317,8.18329121461007,7.98367801760768,7.81689057038356,7.6354556115472,7.79096673505319,7.95998292349422,7.70566361479831,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,High income,HIC,9.21976952014907,9.25617235085179,9.27454674201448,9.09588758087835,9.17713789474459,9.11449625397955,9.3050005280928,9.13235177189874,9.0327232647806,9.20268781647526,9.18128063273888,9.23515588643462,9.04923000390016,8.97943296190991,9.07688221827926,9.05040304429213,9.11295543140019,9.12522678985731,9.1506318119995,9.55632998859915,9.62022143787676,9.58630749543895,9.44105927314876,9.32201435278508,9.26541393265042,9.41099331942071,9.34520219679766,9.31635192849069,9.41219924203734,9.47811933841747,9.19418086658658,9.32579517886006,9.07034148034262,9.04131283041179,9.0819377252906,8.95792996686517,9.02273862360018,8.97485144008164,9.0617081862924,9.0337146160517,8.990609196804,9.23893593940497,9.17944942248887,9.28953240118946,9.35222207019302,9.31168379988891,10.3955872336438,10.8155870362731,10.3070408246119,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle income,MIC,11.5965663996041,11.4764223233741,11.2749747592699,10.8303978632637,10.4586696473638,10.2571384064286,10.1582234490363,10.0154067697292,9.93767426743057,9.8525779875937,9.66633213355502,9.49745354511407,9.34301940339909,9.16546454866848,9.02380345246419,8.84148282337569,8.77071281881665,8.70294129409921,8.56477354933153,8.49665754774971,8.36878975636211,8.32267741031024,8.23760552296758,8.11837803981201,8.01659648958775,7.9059129582171,7.84865074656989,7.77904755111398,7.70414007883983,7.64842589211771,7.62345418858976,7.5533090637246,7.55379975390987,7.54952185076891,7.56450714185829,7.47659848053127,7.43081002870326,7.35325483456934,7.27642467797779,7.20688549693985,7.13372900521462,7.08155167463824,7.04131619054438,7.01327893812672,7.01052624867964,7.0192495129372,7.50129322014454,8.33191605658171,8.01736231092355,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Upper middle income,UMC,8.70960950379085,8.59887937638969,8.48650780836004,8.17206121937187,7.76451831695823,7.63353314886227,7.65062621860249,7.58874740790868,7.62563364042983,7.68337363545412,7.54509662023919,7.42983318439057,7.33216106079714,7.19519708309512,7.12098076527456,6.97612288694716,7.03031263505424,6.99269994217176,6.93669501078652,6.93162403459726,6.82212096670402,6.86846167702813,6.82887431804604,6.76906453187956,6.73725218792455,6.71910093504654,6.71048307103318,6.68712848978637,6.69168619486547,6.72510012738293,6.79051073918854,6.78163969416941,6.92420443517482,6.99217774189293,7.05285790000049,7.0260442630586,7.03594924722903,7.03130670835309,7.00491266599545,6.98845135232231,6.97110755485001,6.96465673164749,6.97192125032088,6.97445553001373,6.98825194762902,7.00445865634473,7.56191697997631,8.00800550755939,7.78842419378598,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lower middle income,LMC,15.5792726983638,15.42736633215,15.0812055974785,14.4331102930162,14.0837805196062,13.7602879155682,13.4759562358693,13.1978310899936,12.9472859118128,12.6547089772164,12.3840869887591,12.1251877595298,11.8797434773341,11.6344721955459,11.3926749027517,11.1478180301117,10.9035687067573,10.7813801477713,10.5261537575608,10.3644211963858,10.1971652415316,10.0253833562251,9.87142883752086,9.66848950632477,9.47208714482984,9.24283364536422,9.11789475991069,8.98415871641464,8.81019597890336,8.64712166144209,8.51561104924027,8.37215898493283,8.21556984402534,8.12935755388826,8.09183401466531,7.93677009245557,7.83040857654179,7.67624965781382,7.54680019578549,7.42291763310204,7.29340378886121,7.1955352600772,7.1085160895224,7.05062832359057,7.03181240154898,7.0332847366919,7.4442292360773,8.63418675444055,8.22894556069342,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Spain,ESP,8.3,8.3,8.3,8.1,8.1,7.8,7.7,7.8,7.5,7.9,7.8,8.1,8,8,8.2,8.4,8.6,8.7,8.5,8.6,8.6,8.7,8.8,8.7,9,9.2,8.9,8.8,8.8,9.1,8.6,8.8,8.3,8.5,8.4,8.3,8.2,8.3,8.6,8.3,8.5,9.1,8.8,9.1,9.1,8.8,10.4,9.5,9.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Arab World,ARB,14.7008884135589,14.291411376556,14.1612055647107,13.2452536101709,12.7425523853783,12.2722959874073,11.8853094443642,11.5471618687086,11.2902844163297,10.9501947335123,10.5500793577892,10.1121626220327,9.43739183227409,9.56683556460777,10.154806665417,8.74918001930721,8.4875568850378,8.72539806169479,8.60313592806108,7.77134539402221,7.14213382356544,7.23047262992111,7.05307156935753,6.94035731054194,7.10866600628525,6.56422890407843,6.39759334421123,6.28066942618811,6.18044265170454,6.24854355680174,6.27365476492614,6.19734637900239,6.04724514371034,5.93656729076028,5.82490073039728,5.65247186995682,5.63362328649432,5.57731159739438,5.62359396513101,5.65670836191202,5.56789038173424,5.49178317724523,5.44025309929466,5.28713285114529,5.27482762693256,5.25082252377641,5.65665191102103,5.80168841190391,5.66654257725265,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,62.459,62.81,63.123,63.434,63.778,64.189,64.703,65.313,65.975,66.644,67.29,67.874,68.388,68.844,69.253,69.623,69.971,70.298,70.616,70.942,71.279,71.646,72.037,72.445,72.845,73.225,73.569,73.867,74.106,74.274,74.372,74.376,74.331,74.238,74.152,74.119,74.19,74.365,74.574,74.739,74.797,74.682,74.412,74.138,74.015,74.202,70.133,70.213,74.832,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,72.0796672886995,72.6935881341026,72.952963935315,73.3491344207106,73.4700375610248,73.9078100377872,73.7550325094245,74.1548990839892,74.4942506463051,74.6196298408694,74.7365968860346,74.735935902001,74.7956407463576,74.9637456471273,74.9725308905481,75.2266328481289,75.4363122226809,75.5879542615251,75.8378387534467,75.6464218746814,75.8426444266354,75.8555067587692,76.2444380674847,76.6255613612134,76.7824562044737,76.8050228315179,76.8851526411162,77.0885900888134,77.1922845224891,77.3004018065646,77.7347654810689,77.7460571337797,77.9687963714319,78.2396000881523,78.303769574689,78.6548560356247,78.8171970330553,78.9239636974848,79.0328702741793,79.0416938002444,79.1362573742326,79.0036487303218,78.8797301086062,78.8724720142716,78.9658404447629,79.141357645223,77.462717090877,76.8726640169191,77.8387652653349,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,LCN,61.2298039205304,61.7587059537949,61.9933088009554,62.5561415334715,62.923249900282,63.2688027889165,63.6921079977167,64.1802836412459,64.5134634077165,65.0626857719193,65.474444293858,65.7921374666843,66.3856864024661,66.8070681322187,67.2157411066885,67.5540967913478,67.8407028948013,68.1941364881821,68.5218846010882,68.8465750784765,69.2226735121149,69.5323706224398,69.9053970651956,70.2654669055778,70.5197937285381,70.9233392903296,71.2409160198112,71.4986984385335,71.8488849801519,72.0323805059815,72.3540297743228,72.7232874033116,72.9323714870775,73.0726347650508,73.294296757677,73.498042188438,73.3929916676496,73.8785220786594,74.104021348402,74.3518666744376,74.5544970112087,74.6153467456489,74.5809899269173,74.7336265116992,74.8500136238664,75.0357886195834,73.0265163953482,72.1362094011984,73.7501213409412,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,European Union,EUU,71.7799801106263,71.7996804710644,72.0698003035017,72.3947775467218,72.4857803792619,72.7675763040521,72.7902837603994,73.1258907345799,73.4036453247156,73.4492791809339,73.7408104462142,73.8158201912823,74.0719002476408,74.3248809060861,74.5272504030559,74.6553645594596,74.6983059885902,74.8099449417477,75.1268774145407,75.2553864694995,75.5257225153663,75.6712318641596,75.9240119650164,76.2418663159991,76.5112314121687,76.7451891593384,77.0753049948739,77.4229387287235,77.5309869468716,77.5893105510583,78.1144590605861,78.2713962700467,78.6679816884404,78.9017948981278,79.1252751035821,79.357615138299,79.630013467567,80.1387219651694,80.1576923858525,80.4649382913035,80.8722582400698,80.5688525132732,80.9517504359263,80.9288274367457,81.0294256698864,81.3155972115459,80.451933566125,80.3253644910688,80.8009860381263,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,57.117,57.512,58.006,58.492,58.979,59.395,59.813,60.364,60.933,61.465,61.907,62.38,62.912,63.041,63.345,63.31,63.375,63.265,63.341,63.045,62.612,62.262,61.459,60.805,60.001,59.241,58.47,57.261,55.666,54.331,54.043,53.98,54.278,54.992,56.022,57.447,58.899,60.651,61.846,62.533,63.38,63.95,64.747,65.402,65.674,66.175,65.252,62.341,61.48,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central African Republic,CAF,47.402,47.913,48.395,48.838,49.239,49.597,49.889,50.159,50.303,50.423,50.484,50.518,50.492,50.409,50.241,49.986,49.635,49.252,48.793,48.353,47.853,47.35,46.831,46.319,46.025,45.75,45.406,45.393,45.409,45.76,46.038,46.433,46.851,47.426,48.016,48.648,49.255,49.948,50.686,50.902,50.566,52.793,53.46,53.721,54.369,55.025,54.604,53.895,54.477,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,MEA,53.973495762283,54.5925514106027,55.1170797740824,56.3283811510893,56.8866047779229,58.0965593955216,58.488335487155,58.4019407722526,58.8797151923472,60.3706971312189,61.628037083872,62.40194935835,62.9534572205362,63.6546258988965,64.0218449300433,64.9642030337126,64.9665647922059,66.1241814313783,66.689478290956,67.0189642794392,67.2118438132566,67.5269548250013,67.9148449489189,68.1862881626338,68.4191278291401,68.84492282185,69.2099859334069,69.5607012874056,69.9108613835257,69.797918431483,70.282469114802,70.5758158918822,70.7840033539717,71.1202720403469,71.3950019832394,71.736490088585,72.0029885680932,72.27091525563,72.18987905093,72.2594236139353,72.5406570793917,72.8065855694486,73.0769114628075,73.5281125554958,73.7045244867728,73.8450052264577,72.8525393886867,72.6238492636692,73.0940459752852,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,45.9295007501744,46.3143788885762,46.9879364634649,47.4499577604926,47.7503735394903,48.2101057002281,48.5746477194767,48.9446450179241,49.1897108352887,48.3608624460992,48.3962398184129,48.6499553162096,49.0450295191748,49.3553794305743,49.0243107092135,49.8996041190084,49.8368820526456,49.7060583608116,49.4708134086011,49.6962443691205,50.0116829100966,50.1108091437194,50.0413039931695,50.2073138638838,49.9171103091581,50.6408053441751,51.2634038322914,51.5352307146751,51.8890809276216,52.3618214632394,52.8351047527341,53.4453968938561,54.1964286852707,54.8278851167509,55.4245057780897,56.1925688959794,56.8180062966738,57.5271732918437,58.1072978970512,58.6325353036072,59.1059183242408,59.5234252115263,60.0271553242519,60.4375513983323,60.826043528271,61.2110327116347,60.8216366383642,60.2190585730974,60.7441305312973,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Africa Eastern and Southern,AFE,47.634362103647,47.7928785363976,48.3734725574753,48.6567618954081,48.7818960036143,49.276900488754,49.6549140809389,50.0826228610725,50.332663365642,48.7581628368325,48.7159952357098,49.0802740588675,49.711445017772,50.1153864946532,49.3745310521698,50.7210010151313,50.6426642532672,50.4160601855954,49.9744692157867,50.2879424632518,50.9163898482078,51.0160366829441,50.8193448001414,50.9819695299728,50.3271067293877,51.2588743824657,51.9869885599603,52.2122393978731,52.562781272505,53.0363011425306,53.5518823827268,54.222949970966,55.1577194111152,55.9378377180117,56.6807366036655,57.6215135090087,58.4103157038398,59.2933194096367,60.0515270441404,60.7100282590173,61.338812803717,61.8568558505819,62.4446410966273,62.9248101271544,63.3670367555538,63.7547521666693,63.3097935065176,62.4490927859627,62.888463228983,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,EAS,60.8605958300578,61.5837247255998,62.3526508649367,63.0636128944123,63.6554959633337,64.2420179977229,64.7260770094638,65.2093357252875,65.6777810327496,66.0562047747106,66.4478443701777,66.8138005145476,67.1614479389,67.5047923080735,67.7495198157525,68.0698829127503,68.2770096563043,68.4985516005047,68.9659388214766,69.40837105221,69.6746548968589,69.9225607333859,70.2041681040451,70.5754001616502,70.9595752411555,71.1564174399144,71.5435259467311,72.1034922611085,72.440794897004,72.8562085182419,72.9535250359436,73.4312728198041,73.7841091003782,74.0273710660763,73.9982649606599,74.5244268119366,74.7255325654349,74.9616448679129,75.2190990639431,75.4674882849853,75.7193152200331,75.9365967944783,76.1259565165814,76.2011424337729,76.5829004467556,76.7873101376072,76.7488995392737,76.3821728663599,76.8908803193648,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,50.5843382650244,51.1909153839773,51.7083637327452,52.19266321111,52.7021972625109,53.2013466439904,53.7462123780121,54.3019451858528,54.806479276645,55.3463245729332,55.8081984893558,56.2587990337521,56.7898545352391,57.1929811523071,57.6398014726599,58.0222592267963,58.5260289496404,58.6927942660508,59.3485339153193,59.6894617835045,60.084761426453,60.4431972973417,60.8117777297616,61.33806019637,61.9324516713195,62.569875262217,62.9034529242661,63.3143587794548,63.7825105430972,64.2101550384064,64.5475422117162,64.9230046926946,65.3763377630603,65.6337813709795,65.9606723034779,66.2525670641378,66.7494206294427,67.1388839937406,67.6271411479349,68.1124022055606,68.6276836829466,69.1324736517293,69.5972508271398,69.9669332766067,70.2400079461258,70.4582926588661,69.7336736654351,67.5674425618231,68.1474413137902,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,45.4072574741613,45.6885445146202,46.3885474789135,46.7198633810716,46.9448284511506,47.3791830199215,47.7267590274511,47.9529657516468,48.0286502554729,46.7737676035197,46.577922454574,46.9801960715693,47.8380996939436,48.5247540460625,48.0628307828272,49.6782103047641,49.7348429974899,49.7330304328093,49.6294523221112,50.4490258104907,51.1851514635395,50.9003183670229,51.0234237478311,51.4840303852693,51.0472883736911,52.2927683834738,53.2642902923659,53.7778091565491,54.2606157224313,55.3449030749751,55.8205959351708,56.4164777359562,57.2742526141038,57.9534329316949,58.5251293371547,59.2436780128506,59.7509319079297,60.3311952526919,60.5857752638933,60.9556833608253,61.3399518806639,61.7210524307475,62.2350417462523,62.6454844591366,63.0074146440753,63.4346116696944,62.9652953931739,62.5053450647307,63.0187828193203,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income,HIC,71.206238393457,71.3996710931636,71.6031414813296,71.9294230759809,72.0620375340456,72.3207767765326,72.3348378756239,72.6899500424746,73.0341629903633,73.1005640952635,73.2902976790388,73.4637531773542,73.8718796182777,74.1141076908389,74.2126595364503,74.3727180617234,74.4629600139415,74.5749040214714,74.6068863895335,74.4348472389857,74.6282076103215,74.7144049512423,75.1779334006386,75.5685531917317,75.7912437384945,75.8046808025112,76.0316587774249,76.2970374568881,76.4218888164917,76.527794850993,76.9695177422752,77.0896390001084,77.5185760631902,77.8292090136335,78.0221490327659,78.3759681628538,78.5656605791313,78.9029962222582,79.053126183839,79.2817211833037,79.5269434281654,79.472886256175,79.6665154276177,79.789477231299,79.8972919078753,80.1395351006223,79.1433131408218,78.7980877171883,79.5066307772331,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,56.3133751784314,56.9346858011608,57.5304689414344,58.1499512786251,58.6558351184958,59.186021260069,59.6734374903713,60.1095902070399,60.5455329218625,61.0114732406008,61.4429882099875,61.8174636135697,62.2246922723454,62.5678688496527,62.8571072940137,63.2046270541321,63.4461651406414,63.6500923374201,64.0555229221982,64.3403713709959,64.6048348917593,64.9015253492089,65.1600802736977,65.5171825187715,65.9083513895486,66.244472753315,66.5626371993698,66.9691104504296,67.3072670930188,67.5960313642943,67.8116013546541,68.2162584040463,68.5635068673496,68.803911395756,68.962738758866,69.3669377892916,69.6658612380139,70.0128951668079,70.3542347206698,70.6825479991982,71.0223410755717,71.3110093683544,71.5806383997142,71.8047791777568,72.0965934977823,72.287300775665,71.6169611419382,70.5441882938138,71.2481866258607,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,60.1029129559475,60.7226897933007,61.3874419050262,62.0172414110982,62.537162556183,63.1157251685786,63.6054833657784,64.0334160717462,64.5082991895237,64.9949565904572,65.4575088092442,65.8502907694124,66.3000746661633,66.6497429913828,66.906840809892,67.2667008185412,67.4295717620773,67.6903485832474,68.1062279313437,68.4580656290936,68.7397388241375,69.0747002141808,69.3487032164525,69.7069042116021,70.0989828534701,70.3118579831748,70.6800121580116,71.1840130801317,71.4895469280204,71.7264259023399,71.8875947203581,72.3576967819366,72.6889846182772,72.9375297679751,73.1073976799868,73.5143852009001,73.7831372181611,74.0731622588221,74.3760662423102,74.6541047095152,74.9249750593452,75.1317872757628,75.3116055717548,75.456150928902,75.8232157454878,76.0251024511298,75.2368556059315,74.8743403012636,75.6652990948112,..
